external_id,brand,processor,ram,ssd,hard_disk,operating_system,graphics,screen_size,resolution
LAP-000786,Dell,AMD Ryzen 7-5800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050Ti,15.6,1920x1080
LAP-000787,Lenovo,11th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000788,HP,12th Gen Core i7,16,512,0,Windows,Intel Iris X Graphics,16.0,3072x1920
LAP-000789,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,2240x1400
LAP-000790,HP,12th Gen Core i7,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000791,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,2240x1400
LAP-000792,Lenovo,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,14.0,2880x1800
LAP-000793,Lenovo,Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000794,Acer,12th Gen Core i3,8,512,0,Windows,Intel UHD,15.6,1920x1080
LAP-000795,Asus,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000796,Acer,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000797,Dell,AMD Ryzen7 5825U,8,512,0,Windows,AMD Radeon Radeon Graphics,15.6,1920x1080
LAP-000798,LG,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,16.0,1600x2560
LAP-000799,Dell,AMD Ryzen 5 5625U,8,512,0,Windows,AMD Radeon Graphics,14.0,1920x1080
LAP-000800,Asus,10th Gen Core i5,8,1000,0,Windows,4 GB NVIDIA GeForce GTX GTX-1650,15.6,1920x1080
LAP-000801,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,AMD Radeon AMD,13.4,1920x1200
LAP-000802,Asus,AMD Ryzen 9 6900HS,32,1000,0,Windows,8 GB AMD Radeon RX 6800S,14.0,2560x1600
LAP-000803,Asus,AMD Ryzen 7 6800HS,32,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.4,1920x1200
LAP-000804,Asus,AMD Ryzen 7 6800HS,32,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.4,3840x2400
LAP-000805,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000806,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000807,Asus,AMD 9 6900HX,32,2000,0,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,16.0,3840x2400
LAP-000808,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3080,15.6,2560x1440
LAP-000809,Asus,AMD 9 6900HX,32,2000,0,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,16.0,1920x1200
LAP-000810,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,8 GB AMD Radeon RX 6700S,14.0,2560x1600
LAP-000811,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000812,Asus,Ryzen 7 6800HS,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,16.0,2560x1600
LAP-000813,Asus,AMD Ryzen 7 6800H,32,2000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,1920x1200
LAP-000814,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560x1440
LAP-000815,Asus,Ryzen 7 6800HS,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,2560x1600
LAP-000816,Asus,AMD 9 6900HX,32,2000,0,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,16.0,2560x1600
LAP-000817,Asus,AMD Ryzen 7 6800HS,16,1000,0,Windows,AMD Radeon AMD,13.4,1920x1200
LAP-000818,Asus,AMD Ryzen 9 6900HS,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,2560x1440
LAP-000819,HP,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000820,Dell,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,16.0,1920x1200
LAP-000821,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000822,Asus,12th Gen Core i7,16,512,0,Windows,Intel Integrated Iris Xe,14.0,2880x1800
LAP-000823,Asus,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe Graphics,14.0,1920x1200
LAP-000824,HP,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000825,Asus,12th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1200
LAP-000826,HP,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000827,Asus,Ryzen 7 4800H,8,512,0,Windows,4 GB NVIDIA GeForce RTX RTX 3050,17.3,1920x1080
LAP-000828,Lenovo,11th Gen Core i7,32,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070,16.0,2560x1440
LAP-000829,Asus,2022) X413EA-EB322WS Laptop,8,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000830,MSI,10th Gen Core i5,8,256,1000,Windows,4 GB Nvidia GTX1650 MaxQ,15.6,1920x1080
LAP-000831,Dell,11th Gen Core i5,8,256,1000,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000832,Asus,10th Gen Core i5,8,512,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000833,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000834,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000835,Dell,11th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000836,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Integrated Graphics,14.0,1920x1080
LAP-000837,MSI,Ryzen 5 5600H,16,512,0,Windows,8 GB AMD Radeon RX6600M,15.6,1920x1080
LAP-000838,HP,Ryzen 5-5600H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000839,HP,Ryzen 5 5500U,16,512,0,Windows,AMD Radeon Graphics,14.0,1920x1080
LAP-000840,Asus,10th Gen Core i5,16,512,0,Windows,Intel Integrated Intel UHD,14.0,1920x1080
LAP-000841,Dell,11th Gen Core i3,8,256,0,Windows,Intel UHD Graphics,14.0,1366x768
LAP-000842,Dell,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA Geforce RTX 3050 Ti,15.6,3840x2160
LAP-000843,HP,Ryzen 7 5700U,16,512,0,Windows,AMD Radeon Graphics,14.0,1920x1080
LAP-000844,Asus,Ryzen 7 4800H,8,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050,17.3,1920x1080
LAP-000845,Dell,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe,16.0,1920x1080
LAP-000846,Lenovo,Ryzen 7 5700U,16,512,0,Windows,AMD Radeon,13.3,1920x1080
LAP-000847,Dell,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe,16.0,1920x1080
LAP-000848,Asus,Pentium Silver N6000,4,256,0,Windows,Intel HD Graphics,14.0,1366x768
LAP-000849,Dell,11th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,14.0,1366x768
LAP-000850,Dell,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,13.4,3840x2400
LAP-000851,HP,Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,16.1,1920x1080
LAP-000852,HP,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000853,LG,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,17.0,1600x2560
LAP-000854,LG,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,17.0,1600x2560
LAP-000855,Asus,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000856,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000857,HP,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000858,HP,Ryzen 5 5600U,8,512,0,Windows,AMD Raedon Graphics,13.3,1920x1080
LAP-000859,LG,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1200x1920
LAP-000860,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050,17.3,2560x1440
LAP-000861,LG,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,16.0,1600x2560
LAP-000862,Asus,Ryzen 7 4800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX3050,15.6,1080x1920
LAP-000863,LG,12th Gen Core i7,16,1000,0,Windows,Intel Iris Xe Graphics,17.0,1600x2560
LAP-000864,Dell,Ryzen 7 6800H,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000865,Dell,Ryzen 5 6600H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000866,Lenovo,12th Gen Core i5,16,512,0,Windows,‎Intel Iris Xe Graphics,15.6,1920x1080
LAP-000867,MSI,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000868,MSI,12th Gen Core i7,32,2000,0,Windows,16 GB NVIDIA GeForce RTX RTX 3080 Ti,17.3,3840x2160
LAP-000869,Dell,Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000870,Dell,Ryzen 5 6600H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000871,Dell,Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000872,Lenovo,11th Gen Core i7,16,512,0,Windows,Intel Integrated Graphics,14.0,1920x1080
LAP-000873,MSI,11th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560x1440
LAP-000874,HP,12th Gen Core i7,16,512,0,Windows,Intel Iris X Graphics,13.5,3000x2000
LAP-000875,MSI,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000876,MSI,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000877,Lenovo,11th Gen Core i9,32,1000,0,Windows,4 GB Nvidia RTX A2000,15.6,1920x1080
LAP-000878,Asus,AMD Ryzen 9 6900HX,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,17.3,2560x1440
LAP-000879,Microsoft,11th Gen Core i5,8,256,0,Windows,Intel Iris Xe Graphics,12.4,1536x1024
LAP-000880,Dell,12th Gen Core i3,8,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1200
LAP-000881,Lenovo,11th Gen Core i3,4,256,0,Windows,Intel Integrated UHD,15.0,1920x1080
LAP-000882,HP,AMD Ryzen 5 6600H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920x1080
LAP-000883,HP,AMD Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,16.1,1920x1080
LAP-000884,HP,AMD Ryzen 7 5800H,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920x1080
LAP-000885,Microsoft,11th Gen Core i5,8,128,0,Windows,Intel Iris Xe Graphics,12.4,1536x1024
LAP-000886,Acer,11th Gen Core i3,8,256,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000887,Acer,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000888,Acer,11th Gen Core i3,8,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000889,Acer,11th Gen Core i3,8,256,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000890,Acer,11th Gen Core i5,8,256,1000,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000891,Acer,11th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000892,Lenovo,11th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000893,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000894,Acer,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000895,Dell,AMD Ryzen7 5825U,8,512,0,Windows,AMD Radeon Radeon Graphics,15.6,1920x1080
LAP-000896,Asus,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050,17.3,1920x1080
LAP-000897,Acer,AMD Ryzen 5 5600H,16,512,1000,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000898,Dell,12th Gen Core i5,8,512,0,Windows,2 GB NVIDIA GeForce MX550,14.0,1920x1200
LAP-000899,Asus,12th Gen Core i7,16,512,0,Windows,Intel Iris XE Graphics,15.6,1920x1080
LAP-000900,Lenovo,11th Gen Core i3,8,512,0,DOS,Intel UHD,14.0,1920x1080
LAP-000901,Asus,AMD Ryzen 7 6800U,16,1000,0,Windows,AMD Radeon AMD,13.3,2880x1800
LAP-000902,Asus,AMD Ryzen 5 6600U,16,512,0,Windows,AMD Radeon AMD,13.3,2880x1800
LAP-000903,Asus,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050-Ti,15.6,1920x1080
LAP-000904,Lenovo,10th Gen Core i7,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000905,Lenovo,AMD Ryzen 3 5300U,8,256,0,Windows,AMD Radeon,15.6,1920x1080
LAP-000906,Asus,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000907,Asus,12th Gen Core i3,8,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000908,Asus,12th Gen Core i9,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.4,3840x2400
LAP-000909,Asus,12th Gen Core i9,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.4,1920x1200
LAP-000910,Asus,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,13.4,1920x1200
LAP-000911,Asus,12th Gen Core i5,16,512,0,Windows,Intel Iris X Graphics,13.4,1920x1200
LAP-000912,Asus,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070,15.6,2560x1440
LAP-000913,Asus,12th Gen Core i9,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050 Ti,13.4,3840x2400
LAP-000914,Asus,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000915,Acer,11th Gen Core i5,8,512,0,Windows,Intel Integrated,15.6,1920x1080
LAP-000916,MSI,11th Gen Core i7,16,1000,0,Windows,6 GB Nvidia GeForce RTX 3060,15.6,1920x1080
LAP-000917,Infinix,10th Gen Core i5,8,512,0,Windows,Intel Integrated UHD Graphics,14.0,1920x1080
LAP-000918,Acer,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000919,Lenovo,AMD Ryzen 5 5500U,8,512,0,Windows,AMD Radeon,15.6,1920x1080
LAP-000920,Lenovo,11th Gen Core i3,4,256,0,DOS,Intel UHD,14.0,1920x1080
LAP-000921,Lenovo,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000922,Asus,Ryzen 9 5900HX,16,1000,0,Windows,12 GB AMD Radeon RX 6800M,15.6,2560x1440
LAP-000923,Asus,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000924,Infinix,10th Gen Core i3,8,256,0,Windows,Intel Integrated UHD Graphics,14.0,1920x1080
LAP-000925,Infinix,10th Gen Core i7,16,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000926,Asus,11th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,3840x2160
LAP-000927,Dell,12th Gen Core i7,32,1000,0,Windows,4 GB NVIDIA Geforce RTX 3050 Ti,15.6,3840x2160
LAP-000928,Dell,Athlon 3050U,8,256,0,Windows,AMD Radeon Graphics,15.6,1366x768
LAP-000929,Lenovo,11th Gen Core i3,8,256,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000930,HP,12th Gen Core i7,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,16.1,2560x1440
LAP-000931,Asus,Ryzen 3 3250U,8,256,0,Windows,AMD Radeon AMD Radeon,15.6,1920x1080
LAP-000932,Dell,Ryzen 3 3250U,8,256,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000933,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000934,HP,12th Gen Core i7,16,1000,0,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920x1080
LAP-000935,Asus,Ryzen 7 6800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,17.3,1920x1080
LAP-000936,Lenovo,11th Gen Core i3,8,512,0,DOS,Intel UHD Graphics,14.0,1920x1080
LAP-000937,Asus,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD Graphics,15.6,1920x1080
LAP-000938,Asus,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000939,Asus,12th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,17.3,1920x1080
LAP-000940,Lenovo,AMD Ryzen 5 5500U,16,512,0,Windows,AMD Radeon,15.6,1920x1080
LAP-000941,Asus,Ryzen 7 4800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,17.3,1920x1080
LAP-000942,MSI,11th Gen Core i7,8,512,0,Windows,4 GB NVIDIA Geforce RTX 3050,15.6,1920x1080
LAP-000943,MSI,12th Gen Core i5,16,1000,0,Windows,4 GB NVIDIA GeForce RTX RTX3050,15.6,1920x1080
LAP-000944,MSI,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA Geforce RTX 3050,15.6,1920x1080
LAP-000945,Apple,Apple M2,8,256,0,Mac,10 Core GPU,13.3,2560x1600
LAP-000946,HP,12th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe Graphics,15.6,1920x1080
LAP-000947,Lenovo,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050 Graphics,15.6,1920x1080
LAP-000948,HP,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,16.1,1920x1080
LAP-000949,Asus,Ryzen 7 4800H,8,1000,0,Windows,4 GB NVIDIA GeForce RTX3050,15.6,1080x1920
LAP-000950,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel Integrated Graphics,15.6,1920x1080
LAP-000951,Asus,12th Gen Core i7,16,1000,0,Windows,4 GB ‎NVIDIA GeForce RTX 3050 Ti,15.6,1920x1080
LAP-000952,HP,11th Gen Core i7,16,512,0,Windows,6 GB NVIDIA GeForce RTX RTX 3060,16.1,1920x1080
LAP-000953,Dell,AMD Ryzen 5 5625U,8,512,0,Windows,AMD Radeon,14.0,1920x1200
LAP-000954,Acer,11th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,2560x1440
LAP-000955,Dell,AMD Ryzen 7 5825U,16,512,0,Windows,AMD Radeon,14.0,1920x1200
LAP-000956,Asus,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,17.3,2560x1440
LAP-000957,Samsung,12th Gen Core i5,8,256,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000958,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris Xᵉ Graphics,14.0,1920x1080
LAP-000959,HP,Ryzen 5 5600U,8,512,0,Windows,AMD Raedon Graphics,13.3,1920x1080
LAP-000960,HP,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000961,Lenovo,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000962,HP,12th Gen Core i5,8,512,0,Windows,Intel Integrated Intel Iris Xe Graphics,14.0,1920x1080
LAP-000963,Asus,Ryzen 3 3250U,8,512,0,Windows,AMD Radeon AMD Radeon,15.6,1920x1080
LAP-000964,Dell,11th Gen Core i5,8,512,0,Windows,Intel Integrated UHD Graphics,15.6,1920x1080
LAP-000965,Samsung,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000966,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000967,Asus,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000968,Dell,12th Gen Core i7,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000969,Lenovo,10th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000970,Lenovo,Ryzen 5 5500U,8,512,0,Windows,AMD Radeon,14.0,1920x1080
LAP-000971,Dell,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000972,Dell,Ryzen 3-3250U,8,512,0,Windows,AMD Radeon,14.0,1920x1080
LAP-000973,Dell,11th Gen Core i5,8,512,0,Windows,2 GB NVIDIA GeForce MX450,15.6,1920x1080
LAP-000974,Lenovo,11th Gen Core i7,16,512,0,Windows,Intel Integrated,14.0,2304x1400
LAP-000975,Dell,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce RTX 3050,15.6,1920x1080
LAP-000976,Asus,12th Gen Core i7,16,512,0,Windows,Intel Iris XE Graphics,15.6,1920x1080
LAP-000977,Lenovo,10th Gen Core i3,8,512,0,Windows,Intel Integrated,15.6,1920x1080
LAP-000978,Acer,Celeron N4500,4,256,0,Windows,Intel UHD,14.0,1366x768
LAP-000979,Lenovo,Celeron N4020,8,256,0,Windows,Intel Integrated UHD 600,15.6,1366x768
LAP-000980,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000981,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000982,Dell,11th Gen Core i5,16,512,0,Windows,2 GB NVIDIA GeForce MX450,13.3,2560x1600
LAP-000983,Asus,12th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,14.0,2880x1800
LAP-000984,Asus,12th Gen Core i7,16,1000,0,Windows,Intel Iris Xe,14.0,2880x1800
LAP-000985,Asus,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe,14.0,2880x1800
LAP-000986,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Integrated,15.6,1920x1080
LAP-000987,Asus,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,2880x1800
LAP-000988,Asus,12th Gen Core i9,32,1000,0,Windows,Intel Iris X Graphics,14.0,2880x1800
LAP-000989,Lenovo,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000990,Acer,11th Gen Core i5,8,0,1000,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000991,Asus,Ryzen 7 4800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX3050,15.6,1080x1920
LAP-000992,Acer,Intel Pentium N5030,4,256,0,Windows,Intel Integrated UHD 605,15.6,1366x768
LAP-000993,Fujitsu,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
LAP-000994,Lenovo,11th Gen Core i3,8,256,0,Windows,Missing,0.0,
LAP-000995,Lenovo,11th Gen Core i7,16,1000,0,Windows,4 GB Nvidia Quadro T600,15.6,1920x1080
LAP-000996,Asus,10th Gen Core i5,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000997,Fujitsu,11th Gen Core i7,16,1000,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
LAP-000998,Lenovo,10th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000999,Asus,11th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-001000,HP,Ryzen 7 5800H,16,512,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.1,1920x1080
LAP-001001,Asus,Ryzen 7-5800H,16,512,0,Windows,4 GB NVIDIA GeForce RTX RTX 3050,14.0,2880x1800
LAP-001002,HP,Ryzen 5 5625U,16,512,0,Windows,AMD Radeon AMD,14.0,1920x1080
LAP-001003,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-001004,Asus,10th Gen Core i5,8,0,1000,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-001005,Asus,Celeron N4020,4,256,0,Windows,Missing,14.0,1366x768
LAP-001006,HP,Ryzen 7 5825U,16,512,0,Windows,AMD Radeon AMD,14.0,1920x1080
LAP-001007,HP,11th Gen Core i5,8,512,0,Windows,2 GB NVIDIA GeForce MX450,15.6,1920x1080
LAP-001008,Asus,Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-001009,Asus,Celeron N4500,4,128,0,Windows,Missing,11.6,1366x768
LAP-001010,Fujitsu,11th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,13.3,1920x1080
LAP-001011,Asus,Celeron N4500,4,128,0,Windows,Intel UHD Graphics,11.6,1366x768
LAP-001012,Lenovo,Ryzen 7 5700U,16,1000,0,Windows,AMD Radeon AMD,13.3,1920x1080
LAP-001013,Asus,Celeron N4500,4,128,0,Windows,Intel Integrated UHD Graphics,11.6,1366x768
LAP-001014,Asus,12th Gen Core i9,32,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070 Ti,17.3,2560x1440
