external_id,brand,processor,ram,ssd,hard_disk,operating_system,graphics,screen_size,resolution
LAP-000332,HP,Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 3050,15.6,1920x1080
LAP-000333,HP,Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000334,Dell,11th Gen Core i7,16,512,0,Windows,Intel Iris Xe Graphics,14.0,1920x1080
LAP-000335,HP,11th Gen Core i3,8,256,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000336,Lenovo,11th Gen Core i3,8,256,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000337,Infinix,10th Gen Core i7,16,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000338,Asus,11th Gen Core i3,8,256,1000,Windows,Intel UHD Graphics,14.1,1920x1080
LAP-000339,Asus,10th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000340,HP,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000341,Apple,M1 Max 10-core CPU,32,1000,0,Mac,32-core GPU,16.2,3456x2234
LAP-000342,Lenovo,Intel Celeron N4020,4,0,1000,DOS,Intel Integrated UHD,15.6,1920x1080
LAP-000343,Dell,11th Gen Core i3,8,256,1000,Windows,Intel Integrated,15.6,1920x1080
LAP-000344,HP,Ryzen 5 5600H,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,15.6,1920x1080
LAP-000345,Asus,11th Gen Core i3,8,256,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000346,Xiaomi,11th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,15.6,3200x2000
LAP-000347,MSI,Ryzen 5 5600H,8,512,0,Windows,4 GB AMD Radeon RX5500M,15.6,1920x1080
LAP-000348,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000349,Xiaomi,11th Gen Core i3,8,256,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000350,Realme,11th Gen Core i3,8,256,0,Windows,Intel UHD Graphics,14.0,1440x2160
LAP-000351,Lenovo,11th Gen Core i5,8,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000352,Acer,Intel Pentium N5030,4,0,1000,Windows,Intel UHD Graphics 605,15.6,768x1366
LAP-000353,Asus,AMD Ryzen 9,16,1000,0,Windows,4 GB NVIDIA GeForce GTX 1650,13.4,3840x2400
LAP-000354,Lenovo,11th Gen Core i7,16,1000,0,Windows,Intel Iris Xe Graphics,14.0,3840x2160
LAP-000355,Dell,11th Gen Core i5,8,256,1000,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000356,Apple,Apple M1,8,512,0,Mac,Apple M1 Integrated Graphics,13.3,2560x1600
LAP-000357,Dell,10th Gen Core i3,4,0,1000,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000358,Microsoft,V4G-00021) Laptop,8,128,0,Windows,AMD Radeon Vega 9,15.0,2496x1664
LAP-000359,HP,7YY01PA) Laptop,8,512,0,Windows,2 GB Radeon RX 550,14.0,1920x1080
LAP-000360,Dell,11th Gen Core i5,16,256,0,Windows,Intel UHD Graphics,13.3,1920x1080
LAP-000361,Lenovo,11th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000362,Asus,11th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,15.6,1920x1080
LAP-000363,HP,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000364,HP,AMD Ryzen 3 5300U,8,512,0,Windows,AMD Radeon Graphics,15.6,1920x1080
LAP-000365,Asus,12th Gen Core i7,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,3840x2400
LAP-000366,HP,11th Gen Core i5,8,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,16.1,1920x1080
LAP-000367,HP,AMD Ryzen 5 5600H,8,512,0,Windows,4 GB AMD Radeon RX 6500M Graphics,15.6,1920x1080
LAP-000368,HP,11th Gen Core i5,16,512,0,Windows,4 GB NVIDIA GeForce GTX 1650,16.1,1920x1080
LAP-000369,Dell,12th Gen Core i9,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,15.6,1920x1080
LAP-000370,HP,AMD Ryzen 5 5600H,16,512,0,Windows,6 GB NVIDIA GeForce RTX3060,16.1,1920x1080
LAP-000371,Lenovo,AMD Ryzen 7 6800H,16,1000,0,Windows,6 GB NVIDIA GeForce RTX 3060,16.0,2560x1600
LAP-000372,MSI,12th Gen Core i7,16,512,0,Windows,4 GB NVIDIA GeForce RTX 3050Ti,15.6,1920x1080
LAP-000373,MSI,12th Gen Core i9,16,1000,0,Windows,8 GB NVIDIA GeForce RTX 3070Ti,15.6,2560x1440
LAP-000374,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000375,HP,12th Gen Core i5,16,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000376,HP,12th Gen Core i7,16,512,0,Windows,Intel Iris X Graphics,15.6,1920x1080
LAP-000377,HP,AMD Ryzen 7 5800U,16,512,0,Windows,AMD Radeon,14.0,1366x768
LAP-000378,Apple,M2 Pro 12-core CPU,16,1000,0,Mac,19-core GPU,16.2,3456x2234
LAP-000379,Apple,M2 Pro 12-core CPU,16,512,0,Mac,19-core GPU,16.2,3456x2234
LAP-000380,Apple,M2 Max 12-core CPU,32,1000,0,Mac,30-core GPU,14.2,3024x1964
LAP-000381,Apple,M2 Pro 12-core CPU,16,1000,0,Mac,19-core GPU,14.2,3024x1964
LAP-000382,Apple,M2 Pro 10-core CPU,16,512,0,Mac,16-core GPU,14.2,3024x1964
LAP-000383,HP,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,2880x1800
LAP-000384,Apple,Apple M2,16,256,0,Mac,10 Core GPU,13.3,2560x1600
LAP-000385,Apple,Apple M2,16,512,0,Mac,10-Core GPU,13.6,2560x1664
LAP-000386,Apple,Apple M2,16,256,0,Mac,10-Core GPU,13.6,2560x1664
LAP-000387,Samsung,12th Gen Core i5,16,512,0,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000388,Lenovo,12th Gen Core i9,32,1000,0,Windows,16 GB NVIDIA GeForce RTX 3080 Ti,16.0,2560x1600
LAP-000389,Dell,11th Gen Core i3,8,512,0,Windows,Intel UHD Graphics,15.56,1920x1080
LAP-000390,Dell,AMD Ryzen 3 5425U,8,256,0,Windows,AMD Radeon AMD,14.0,1920x1080
LAP-000391,HP,AMD Ryzen 3 3250U,8,512,0,DOS,AMD Radeon Graphics,14.0,1366x768
LAP-000392,MSI,12th Gen Core i3,8,512,0,Windows,Intel Integrated UHD,14.0,1920x1080
LAP-000393,Dell,12th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,14.0,1920x1080
LAP-000394,HP,11th Gen Core i3,8,256,1000,Windows,Intel Integrated UHD,15.6,1920x1080
LAP-000395,Infinix,11th Gen Core i5,16,512,0,Windows,Intel Integrated Iris Xe,15.6,1920x1080
LAP-000396,Dell,12th Gen Core i5,8,512,0,Windows,Intel Iris Xe Graphics,15.6,1920x1080
LAP-000397,Dell,12th Gen Core i5,16,512,0,Windows,Intel UHD Graphics,14.0,1920x1080
LAP-000398,Dell,12th Gen Core i5,8,256,1000,Windows,2 GB NVIDIA MX550 Graphics,15.6,1920x1080
